url,geo,company_name,crawl_timestamp,upload_timestamp,uniq_id,JobTitle,JobText,JobLocation,JobPostDate
https://www.amazon.jobs/en-gb/jobs/540679,us,Amazon.com,2017-06-19T16:53:38+00:00,2017-06-19T22:00:47Z,3820347137b9150805b1472ffe1fa9e9,Machine Translation Localization Engineer,"· PhD in Computer Science, Computational Linguistics, Language Technologies, Linguistics, or in another data engineering field.· Experience working on multilingual NLP problems, such as machine translation.· Experience using tools and systems for standard NLP tasks, such as language modeling, named entity recognition, syntactic parsing, etc.· Formal or informal knowledge in linguistics and/or foreign languages· Experience/ familiarity with general machine learning algorithms.· Experience in development of large-scale NLP systems in a large industrial or government environment· Solid software development experience· Good written and spoken communication skills. Pittsburgh, Pennsylvania )Website Platform",,
https://www.amazon.jobs/en-gb/jobs/547058,us,Amazon.com,2017-06-19T16:53:01+00:00,2017-06-19T22:00:49Z,12b3267477a5d57fc62dbe446149556a,Seasonal Process Assistant,"Preferred Qualifications:• Education beyond High School, and/or prior experience managing employees• Excellent interpersonal skills• Demonstrated problem solving skills and analytical skills• Demonstrated communication skills (written and verbal) with all levels of Amazon associates and management• Experience with an FC kaizen or Shingi event• An awareness and willingness to use OE tools and techniques• Experience working in Problem Solve a plus• Leadership ability• Respect from associates in production areaAmazon is an Equal Opportunity Employer. Hebron, KY )",,
https://www.amazon.jobs/en-gb/jobs/544923,us,Amazon.com,2017-06-19T16:51:57+00:00,2017-06-19T22:00:27Z,2b8a95d60eed3cc344a322fbe78a9ccb,Operations Engineer,"All applicants must meet all the above listed requirements. Detroit, Michigan )",,
https://www.amazon.jobs/en-gb/jobs/549003,us,Amazon.com,2017-06-19T02:35:04+00:00,2017-06-19T06:00:38Z,f6a3a5560c576e89e4d64a95e81055db,IT Support Technician,"· Experience troubleshooting thin clients, PCs, scanners, and portable handheld terminals· Experience troubleshooting and maintaining laser printers and zebra printers.· Inventory management skills· Excellent written and verbal communication skills. Comfortable communicating in person and via phone/radio with peers, managers, and vendors.· Network + Certification or equivalent experience/knowledge· A+ Certified or equivalent experience/knowledge· 1-3 years of experience working in a production environment· Ability to manage multiple customer requests simultaneously· Ability to prioritize work based on department and production objectives· Willingness to relocate as business needs arise for career advancement opportunities· Ability to travel up to 10%. New Jersey, United States )IT and Technical Support - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/543865,us,Amazon.com,2017-06-19T16:53:32+00:00,2017-06-19T22:00:26Z,5c0229075d74bdfa1e60c2f8fed7775b,Senior Finance Manager,"· MBA in Finance, accounting, business, economics, or related field.· Proficiency in one or more of the following: SQL, Microsoft Access, Oracle, Cognos.· Direct experience in Customer Service Operations a strong plus.· Previous experience working with International locations and Teams.· Previous experience as Manager.· Strong attention to detail. San Jose, Costa RicaCosta Rica, Latin America )",,
https://www.amazon.jobs/en-gb/jobs/548190,us,Amazon.com,2017-06-19T02:33:53+00:00,2017-06-19T06:01:20Z,6259c64f3e2535d035dc7124d418c628,Senior Software Application Development Engineer - AWS AI,"· 5+ years of experience in at least 3 languages or frameworks typically used for machine learning· 5+ experience developing machine learning applications San Francisco Bay Area, CAPalo Alto, California )Amazon AI",,
https://www.amazon.jobs/en-gb/jobs/526562,us,Amazon.com,2017-06-19T16:53:32+00:00,2017-06-19T22:00:27Z,52f35219bc004ad4c5d4ede1103ae38e,Software Development Engineer,"· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces.· Excellence in technical communication with peers and non-technical cohorts.· Experience building developer facing products and services.· Experience building frameworks for creating applications on various platforms.· Experience with speech and language understanding systems· Strong sense of ownership, urgency, and drive.· Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Santa Cruz, California )Alexa Mobile",,
https://www.amazon.jobs/en-gb/jobs/541299,us,Amazon.com,2017-06-19T02:34:10+00:00,2017-06-19T06:00:36Z,3088acfd113cbf8acf742a101e5a6c8a,"Operations Manager, Breinigsville PA","For preferred qualifications, we prefer that:· You have a bachelor’s or MBA degree in Engineering, Operations or related field.· You have 5 or more years of management experience in a manufacturing, production, or distribution environment. You also have experience motivating and leading a contingent workforce.· You are leader and exhibit that in your everyday work. You not only have experience in managing 5 or more front-line supervisors, you also lead large-scale process improvements through Lean process, Kaizen, and Six Sigma.· You have the ability to thrive in an ambiguous environment, and when given a deadline you know how to motivate yourself, your managers, and associates and meet it.· You don’t hesitate in public speaking or writing a paper. You have strong verbal and written communication skills.· You enjoy working with numbers and using data to provide thought-provoking and workable solutions. Data is what you look to when given a problem to solve.· You volunteer to lead projects and help your team achieve goals. You have a track record of taking ownership and driving results.· You like adventures and taking risks. You are willing to relocate to any of our sites in the country with the assistance provided.· You see value in long term thinking and large scale impact to a company. You have interest in developing a long-term career through assignments in multiple operational buildings across the nation. Lehigh Valley / Hazleton Area, PA )Fulfilment Centre Management",,
https://www.amazon.jobs/en-gb/jobs/549494,us,Amazon.com,2017-06-19T16:53:38+00:00,2017-06-19T22:00:26Z,3c1ed3ac3fc6bf3ef2fca3f1a2ea9c85,Senior Software Development Engineer - Alexa Shopping,"· Experience building large-scale online services or Android app development.· Ability to comfortably work in a fast-paced and often ambiguous environment.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations San Francisco Bay Area, CASan Francisco, California )Voice and Advanced NUI Shopping",,
https://www.amazon.jobs/en-gb/jobs/549678,us,Amazon.com,2017-06-19T02:34:54+00:00,2017-06-19T06:00:39Z,9af00cd7c9d8f827cbbd24c4661f306a,Area Maintenance Manager - Transitioning Military (Nationwide Opportunities),"• Electrical and electronic principles• Blueprint and electrical schematic reading• Knowledge of CMMS programs• Preventive maintenance procedures• Industrial electrical• Industrial controls• Industrial electronics• You are transitioning out of the military within the next six months• You are open to relocation within the U.S.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation San Francisco Bay Area, CA )Facilities - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/548141,us,Amazon.com,2017-06-19T16:51:07+00:00,2017-06-19T22:00:30Z,29527dd079a2aba369e239ae42c73a82,"Business Process Analyst, Transportation Execution","· MBA or Master's Degree· Working familiarity with statistics and implementation· Ability to think quantitatively and qualitatively about operating processes and outcomes· Ability to think both strategically and tactically to analyze transportation programs· Excellent written, verbal, listening, communicating, and negotiating skills coupled with the ability to comfortably and confidently present to all-levels within the enterprise· Ability to adapt to a rapidly-changing environment and execute many complex tasks simultaneously· Highly motivated self-starter with the ability to work efficiently with minimal supervision; Must be able to anticipate business needs and think big with a business owner mindsetAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Phoenix Area, AZ )Fulfilment Transport",,
https://www.amazon.jobs/en-gb/jobs/465852,us,Amazon.com,2017-06-19T02:35:04+00:00,2017-06-19T06:00:57Z,127ed2315c420a712a258cbf0d9067c9,Software Development Engineer,"· Experience with AWS Web Services such as: DynamoDB, SQS, SNS, SWF, S3, RDS, EC2, ELB.· Experience with Search technology such as: Solr, Lucene, Elasticsearch, or others· Experience building high transaction, scalable solutions with excellent performance· Experience taking a leading role in building complex software systems that have been successfully delivered to customers· Knowledge of software engineering best practices for the full software development lifecycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience with distributed computing and enterprise-wide systems· Experience designing and developing a service-oriented architecture· Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategyAbout Shopbop | East DaneSince its debut in 2000, Shopbop has grown into one of the world’s leading online fashion retailers for women, presenting a hand-picked collection of apparel and accessories from the industry’s foremost contemporary and designer labels. Launched in 2013, brother site East Dane, a division of BOP LLC, offers a curated assortment of contemporary and emerging menswear brands to guys around the world. Both sites feature renowned customer service, unparalleled wardrobe advice, cutting-edge editorial features, and exclusive collaborations with forward-minded brands. In 2006, BOP LLC was acquired by Amazon.com, Inc., the world's largest internet retailer, enabling Shopbop to expand its services to enhance the customer experience. A trusted, globally recognized fashion merchant, Shopbop | East Dane sells only quality, authentic designer merchandise. Shopbop | East Dane is part of the Amazon.com Inc. group of companies.Shopbop | East Dane is an Equal Opportunity Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Madison, WI )",,
https://www.amazon.jobs/en-gb/jobs/549017,us,Amazon.com,2017-06-19T02:36:47+00:00,2017-06-19T06:01:01Z,d6a18fc0c6491488a5b4d26c56c97393,Partner Sales Manager,"· Experience working in the territory with partners and customers** For more information on Amazon Web Services, please visit http://aws.amazon.com **aws-partners*LI-JM5Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Herndon Area, VAWashington, DC | Greater Metro Area )Business Development and Partner Network",,
https://www.amazon.jobs/en-gb/jobs/548240,us,Amazon.com,2017-06-19T02:34:10+00:00,2017-06-19T06:01:11Z,26ce93bafff8f9cbbfb23a81c463258a,COMSEC Material Custodian,"· 3+ years of experience managing ComSec material.· Ability to prioritize multiple tasks and projects in a dynamic environment that changes daily.· Responsible for receipt and custody, issue, safeguarding, and accounting for COMSEC material.· Will be responsible for the maintenance of up-to-date records and the submission of all required accounting reports.· Working knowledge of regulations, directives, processes and procedures for the control of highly classified materials.· Responsible for the maintenance of up-to-date records and the submission of all required accounting reports.· Conduct inventories per agency policy and reports any discrepancy to government customer. Herndon Area, VAWashington, DC | Greater Metro Area )Support",,
https://www.amazon.jobs/en-gb/jobs/538622,us,Amazon.com,2017-06-19T02:34:10+00:00,2017-06-19T06:01:16Z,859d5e031f3aa30453fe66318267711a,"Operations Manager, Breinigsville PA","For preferred qualifications, we prefer that:· You have a bachelor’s or MBA degree in Engineering, Operations or related field.· You have 5 or more years of management experience in a manufacturing, production, or distribution environment. You also have experience motivating and leading a contingent workforce.· You are leader and exhibit that in your everyday work. You not only have experience in managing 5 or more front-line supervisors, you also lead large-scale process improvements through Lean process, Kaizen, and Six Sigma.· You have the ability to thrive in an ambiguous environment, and when given a deadline you know how to motivate yourself, your managers, and associates and meet it.· You don’t hesitate in public speaking or writing a paper. You have strong verbal and written communication skills.· You enjoy working with numbers and using data to provide thought-provoking and workable solutions. Data is what you look to when given a problem to solve.· You volunteer to lead projects and help your team achieve goals. You have a track record of taking ownership and driving results.· You like adventures and taking risks. You are willing to relocate to any of our sites in the country with the assistance provided.· You see value in long term thinking and large scale impact to a company. You have interest in developing a long-term career through assignments in multiple operational buildings across the nation. Lehigh Valley / Hazleton Area, PA )Fulfilment Centre Management",,
https://www.amazon.jobs/en-gb/jobs/548639,us,Amazon.com,2017-06-19T02:34:03+00:00,2017-06-19T06:01:19Z,bfebc2056f1837ff16d22355031f512b,Supply Chain Manager - Sourcing,"· Experience in infrastructure operations would be an advantage, but is not essential.· Experience in mechanical and electrical facility management would be an advantage, but is not essential.· Experience implementing continuous improvement methodologies and programs such as Lean, Six Sigma, DMAIC and Change Management.· Experience in project management and a strong track record of project delivery for large, cross-functional, projects would be an advantage. Hermiston, OR area )Product and Program Management",,
https://www.amazon.jobs/en-gb/jobs/540863,us,Amazon.com,2017-06-19T16:53:22+00:00,2017-06-19T22:00:42Z,5e16669fd1dd321bcd8333debe7455f4,Sr. HR Assistant,"· Human Resources training and experience desired.· Ability to maintain strict confidentiality regarding payroll, benefits, and employee issues.· Outstanding interpersonal skills: must display patience, humor and helpfulness at all times – front line contact for employee issues.· Ability to handle multiple projects and deadlines.· Detail oriented and excellent organizational skills: accuracy is essential.· Experience with PeopleSoftAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Southern California Region, CaliforniaIrvine, CA )Human Resources - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/547726,us,Amazon.com,2017-06-19T02:35:16+00:00,2017-06-19T06:01:15Z,33ab7a465ff47a7f8401755370ad4bed,Finance Manager,"Preferred Qualifications:· MBA and/ or Professional certification (CPA/CMA/Qualified Accounting certificate) + relevant experience· Management experience with demonstrated leadership skills with proven ability to take on and create new assignments· Advanced problem solving and root cause analysis combined with proven ability to communicate those analysis· Highly analytical, detail oriented and strong business sense; proven ability to manage new ideas and creative solutions· Manage and prioritize workload and achieve effective results in a fast-paced, growing and ambiguous environment· Experience working with large-scale data mining and reporting tools (i.e. SQL, MSAccess, Essbase and/or Cognos) and other financial systems such (i.e. Oracle, SAP, Lawson, JD Edwards)· Previous experience within a Manufacturing, Distribution Center or Logistics processes and systems a plus· Career progression and willingness to relocate for advancement opportunitiesAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual OrientationFLDP16 Southern California Region, California )Finance - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/545712,us,Amazon.com,2017-06-19T02:32:30+00:00,2017-06-19T06:01:19Z,590a395a75b4523656b7de4ca183284d,Business Analyst,"• Master’s degree in Computer Science, Engineering, Mathematics, Statistics, Finance or related technical field.• Strong working knowledge of SQL and ETL Charleston, SC )Core Machine Learning",,
https://www.amazon.jobs/en-gb/jobs/548199,us,Amazon.com,2017-06-19T16:51:07+00:00,2017-06-19T22:00:27Z,a6b251297bef25f555ddd1d56d1ad13d,Data Scientist III,"·8+ years of relevant experience in industry and/or academia.· The motivation to achieve results in a fast-paced environment.· Experience with statistical modelling / machine learning· Strong attention to detail· Exceptional level of organization· Comfortable working in a fast paced, highly collaborative, dynamic work environment· Ability to think creatively and solve problems· Fluency in a foreign language San Francisco Bay Area, CAPalo Alto, California )Amazon AI",,
https://www.amazon.jobs/en-gb/jobs/549562,us,Amazon.com,2017-06-19T02:35:16+00:00,2017-06-19T06:01:27Z,c9089abe51e7387cf6735ca601a4fe3f,Product Manager- MX&IN Global Store Logistics,"- Familiarity with international parcel logistic and customs clearance processes- Master's degree (Supply Chain Management, Logistics & Distribution, Industrial Engineering, Transportation, Business, Computer Science, Mathematics/Statistics)- Advanced Excel proficiency- Excellent communication skills, both written and oral with both technical and business people; ability to speak at a level appropriate for the audience both upwards and downAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Seattle, Washington )Global Logistics",,
https://www.amazon.jobs/en-gb/jobs/541363,us,Amazon.com,2017-06-19T02:34:10+00:00,2017-06-19T06:01:12Z,5c10f411baca440cc7883722807918b5,Principle Technical Program Manager - Appstore,"· Direct experience building and leading teams and reporting to VP or C-Level leaders.· Experience developing Internet products and technologies.· Strong technical skills.· Demonstrable experience developing and implementing process improvements.· Proven experience leading cross-organizational programs and ability to set and hold teams and individuals to timelines and deliverables without explicit authority.· Agile project management experience.· Master’s degree.We offer excellent pay, generous stock and bonus plans, great benefits including medical, dental, vision, 401k with matching, and more.Amazon is an equal opportunity employer.Work Hard. Have Fun. Make History. Southern California Region, CaliforniaIrvine, CA )Appstore",,
https://www.amazon.jobs/en-gb/jobs/SF170009343,us,Amazon.com,2017-06-19T16:53:48+00:00,2017-06-19T22:00:36Z,c6113b9071d71a37b89d14d9974030f0,Work from Home Mandarin-Fluent Customer Service Associate,"Preferred Qualifications:· 1+ years in a service environment dealing with the publicAmazon is an Equal Opportunity - Affirmative Action Employer - Minority / Female / Disability / Vet Virtual Locations, Virtual Location )Customer Service",,
https://www.amazon.jobs/en-gb/jobs/499505,us,Amazon.com,2017-06-19T16:53:22+00:00,2017-06-19T22:00:39Z,c0bf948541ce51a04126d14bc4a93145,Sr. Software Development Manager,"· Passion for leading software that has a direct impact to millions of customers.· Masters Degree/PhD in Computer Science/Math or related field· Demonstrated ability to lead and mentor other Managers and software developers to maintain architectural vision and software quality while building and maintaining high agility, high morale and low to zero process teams.· Ability to take a project from requirements gathering and design to actual product launch.About Shopbop | East DaneSince its debut in 2000, Shopbop has grown into one of the world’s leading online fashion retailers for women, presenting a hand-picked collection of apparel and accessories from the industry’s foremost contemporary and designer labels. Launched in 2013, brother site East Dane, a division of BOP LLC, offers a curated assortment of contemporary and emerging menswear brands to guys around the world. Both sites feature renowned customer service, unparalleled wardrobe advice, cutting-edge editorial features, and exclusive collaborations with forward-minded brands. In 2006, BOP LLC was acquired by Amazon.com, Inc., the world's largest internet retailer, enabling Shopbop to expand its services to enhance the customer experience. A trusted, globally recognized fashion merchant, Shopbop | East Dane sells only quality, authentic designer merchandise. Shopbop | East Dane is part of the Amazon.com Inc. group of companies.Shopbop | East Dane is an Equal Opportunity Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Madison, WI )",,
https://www.amazon.jobs/en-gb/jobs/548303,us,Amazon.com,2017-06-19T16:53:48+00:00,2017-06-19T22:00:49Z,d15b8b7bbba994e19bcbb311b9e1f508,Graphic Designer,"· Computer experience· Proficient in Excel, Powerpoint, Graphic Design· Excellent communication skills- able to coach, train and assist team members· Thinks outside of the box; searches for innovative solutions Southern California Region, California )Facilities - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/547635,us,Amazon.com,2017-06-19T02:34:54+00:00,2017-06-19T06:01:16Z,579f68f8c6def3fee0cf22bb9b2da625,HR Shared Services Associate,"· HR experience.· HR software experience.· Fluent communication and writing skills in Spanish (85%).· Third language a plus. San Jose, Costa RicaCosta Rica, Latin America )",,
https://www.amazon.jobs/en-gb/jobs/510757,us,Amazon.com,2017-06-19T02:34:10+00:00,2017-06-19T06:01:27Z,32f51a55e0c544a2a3a2d468f6453cc7,Control Systems Technician,"· Associates degree in electronic technology or related field or equivalent experience· Systems controls knowledge or programming experience· Field service engineering experience· Systems trainer or training experience· Experience supporting a wide range of different conveyors and sortation systems· Experience with advanced automation controls systems· Experience with industrial robotics· Experience with ASRS systems· Project management experienceAmazon is an Equal Opportunity-Affirmative Action Employer – Female / Minority / Disability / Veteran / Gender Identity / Sexual Orientation Indianapolis, IN )Engineering - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/546598,us,Amazon.com,2017-06-19T16:52:58+00:00,2017-06-19T22:00:32Z,ed6b96803b182115d748a2b4129110fd,Maintenance Technician II,"Preferred Qualifications:· Degree from a vocational school or college with a focus in the Mechanical or Electrical field· 2+ years apprenticeship or equivalent experience in the Mechanical or Electrical field· Experience with Material Handling Equipment (MHE) safety standards accordance with Original Equipment Manufacturer (OEM) and Safety standards· Project Management experience· Experience with a Computerized Maintenance Management System (CMMS)· Experience with robotic operation/ maintenance· Able to troubleshoot basic Input/Output functionsAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation Hebron, KY )Facilities - Fulfilment",,
https://www.amazon.jobs/en-gb/jobs/548549,us,Amazon.com,2017-06-19T02:36:47+00:00,2017-06-19T06:00:40Z,3e5859f030382aa57290c1f12b725797,Operations Manager- Credit Reimbursements,"· Master’s degree or MBA· Knowledge of Six Sigma/Lean Processes· Direct experience in Contact Center Operations preferred· Excellent knowledge of statistical concepts and their application to operations along with expertise in the use of technical/statistical tools to drive quality and process improvement Virtual Locations, Virtual Location )",,
https://www.amazon.jobs/en-gb/jobs/546240,us,Amazon.com,2017-06-19T02:33:53+00:00,2017-06-19T06:00:59Z,49bcf2d767eb1cd2d8034b209db3ed16,"Amazon Pop Up Retail Experience Consultant – Arizona Mills (Tempe, AZ)","· 5-7+ years of retail store experience, preferably consumer electronics or high-tech products· Excellent verbal and written communications skills· Composed, poised and professional demeanor· Experience with detail oriented work and communication· Willingness to roll up one’s sleeves to get the job done· Bachelor's degree in Business Administration or related areaAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Phoenix Area, AZ )",,
